host,provider,role,region,model,currency,unit,price_low,price_high,value_basis,value_published,rate_hourly_usd,normalization_basis,hours_per_month_used,hours_source,confidence_tier,strict_pass,dual_agreement,verify_verdict,verify_reasons,scope_verdict,country,country_source,evidence_quote,evidence_page,source_url,capture_date
wavect.io,Wavect,CTO,EU,Monthly,EUR,per_month,2500,,published,2500,89.35,published(2500) EUR | per_month / 32.5h (default: no hours published) | FX EUR 1.1615 USD @2026-09-03 | = 89.35 USD/h,32.5,default,high,true,agree,PASS,,include,,,"FROM €2,500 / month",https://wavect.io/pricing/,https://wavect.io/pricing/,2026-09-02
wavect.io,Wavect,CTO,EU,Monthly,EUR,per_month,12000,,published,12000,428.86,published(12000) EUR | per_month / 32.5h (default: no hours published) | FX EUR 1.1615 USD @2026-09-03 | = 428.86 USD/h,32.5,default,high,true,agree,PASS,,include,,,"FROM €12,000 / month",https://wavect.io/pricing/,https://wavect.io/pricing/,2026-09-02
wavect.io,Wavect,CTO,EU,Monthly,EUR,per_month,10000,,published,10000,357.38,published(10000) EUR | per_month / 32.5h (default: no hours published) | FX EUR 1.1615 USD @2026-09-03 | = 357.38 USD/h,32.5,default,high,true,agree,PASS,,include,,,"FROM €10,000 / month || €10-30k per month retainer",https://wavect.io/pricing/,https://wavect.io/pricing/,2026-09-02
yourcto.ie,Your CTO,CTO,EU,Monthly,EUR,per_month,2500,,published,2500,89.35,published(2500) EUR | per_month / 32.5h (default: no hours published) | FX EUR 1.1615 USD @2026-09-03 | = 89.35 USD/h,32.5,default,high,true,agree,PASS,,include,IE,cctld,"€2,500 /month",https://yourcto.ie/,https://yourcto.ie/,2026-09-01
yourcto.ie,Your CTO,CTO,EU,Monthly,EUR,per_month,4900,,published,4900,175.12,published(4900) EUR | per_month / 32.5h (default: no hours published) | FX EUR 1.1615 USD @2026-09-03 | = 175.12 USD/h,32.5,default,high,true,agree,PASS,,include,IE,cctld,"€4,900 /month",https://yourcto.ie/,https://yourcto.ie/,2026-09-01
yourcto.ie,Your CTO,CTO,EU,Monthly,EUR,per_month,7500,,published,7500,268.04,published(7500) EUR | per_month / 32.5h (default: no hours published) | FX EUR 1.1615 USD @2026-09-03 | = 268.04 USD/h,32.5,default,high,true,agree,PASS,,include,IE,cctld,"€7,500 /month",https://yourcto.ie/,https://yourcto.ie/,2026-09-01
941consulting.com,941 Consulting,CTO,UK,Day,GBP,per_day,1200,1200,published,1200,202.46,published(1200) GBP | per_day / 8h (declared 8-hour day) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 202.46 USD/h,,,low,false,disagree:4offers,REJECT,not_own_price,include,,,"My standard project day rate is £1,200 for work like technical due diligence, architecture reviews, and team assessments.",https://941consulting.com/en/fractional-cto-pricing/,https://941consulting.com/en/fractional-cto-pricing/,2026-08-31
941consulting.com,941 Consulting,CTO,UK,Day,GBP,per_day,800,1600,midpoint,1200,202.46,"midpoint(800,1600)=1200 GBP | per_day / 8h (declared 8-hour day) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 202.46 USD/h",,,low,false,disagree:4offers,REJECT,not_own_price,include,,,"Project day rates £800-£1,600/day for due diligence and audits",https://941consulting.com/en/fractional-cto-pricing/,https://941consulting.com/en/fractional-cto-pricing/,2026-08-31
boardman.com,Boardman,CTO,UK,Day,GBP,per_day,1500,,published,1500,253.07,published(1500) GBP | per_day / 8h (declared 8-hour day) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 253.07 USD/h,,,high,true,agree,PASS,,include,,,"£1,500 a day",https://www.boardman.com/pricing,https://www.boardman.com/fractional-cto-cost,2026-08-31
fcto.uk,FCTO UK (Mike Tempest),CTO,UK,Day,GBP,per_day,1000,,published,1000,168.71,published(1000) GBP | per_day / 8h (declared 8-hour day) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 168.71 USD/h,,,low,false,disagree:3offers,REJECT,not_own_price,include,GB,cctld,"£1,000 per day",https://fcto.uk/,https://fcto.uk/,2026-08-31
fractionaljobs.io,Fractional Jobs,CTO,UK,Hourly,GBP,per_hour,81.25,112.5,midpoint,96.875,130.75,"midpoint(81.25,112.5)=96.875 GBP | per_hour as captured | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 130.75 USD/h",,,low,false,disagree:9offers,REJECT,not_own_price,include,,,£81.25 - £112.5 / hr,https://fractionaljobs.io/,https://fractionaljobs.io/,2026-09-01
941consulting.com,941 Consulting,CTO,UK,Monthly,GBP,per_month,2499,,published,2499,103.78,published(2499) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 103.78 USD/h,32.5,default,low,false,disagree:4offers,REJECT,not_own_price,include,,,"Remote retainers from £2,499 /month (2 days/month)",https://941consulting.com/en/fractional-cto-pricing/,https://941consulting.com/en/fractional-cto-pricing/,2026-08-31
941consulting.com,941 Consulting,CTO,UK,Monthly,GBP,per_month,699,699,published,699,29.03,published(699) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 29.03 USD/h,32.5,default,low,false,disagree:4offers,REJECT,not_own_price,include,,,"Async advisory from £699 /month (Slack-based, 14-day free trial)",https://941consulting.com/en/fractional-cto-pricing/,https://941consulting.com/en/fractional-cto-pricing/,2026-08-31
941consulting.com,941 Consulting,CTO,UK,Monthly,GBP,per_month,4799,,published,4799,199.30,published(4799) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 199.30 USD/h,32.5,default,medium,true,single,REJECT,not_own_price,include,,,"Momentum £4,799 /month 1 Day/Week Everything in Foundation Active roadmap involvement Architecture decisions Hiring support & interviews Delivery leadership Weekly syncs Code & PR reviews Best for: Seed to Series A startups with active development",https://941consulting.com/en/fractional-cto-pricing/,https://941consulting.com/en/fractional-cto-pricing/,2026-08-31
941consulting.com,941 Consulting,CTO,UK,Monthly,GBP,per_month,9599,,published,9599,398.64,published(9599) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 398.64 USD/h,32.5,default,medium,true,single,REJECT,not_own_price,include,,,"Breakthrough £9,599 /month 2 Days/Week Everything in Momentum Deep hands-on engagement Lead major initiatives Transformation projects M&A preparation Board presentations Investor readiness Best for: Scale-ups, PE-backed companies, major transitions",https://941consulting.com/en/fractional-cto-pricing/,https://941consulting.com/en/fractional-cto-pricing/,2026-08-31
boardman.com,Boardman,CTO,UK,Monthly,GBP,per_month,6000,,published,6000,249.18,published(6000) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 249.18 USD/h,32.5,default,high,true,agree,PASS,,include,,,"£6,000/month",https://www.boardman.com/pricing,https://www.boardman.com/fractional-cto-cost,2026-08-31
boardman.com,Boardman,CTO,UK,Monthly,GBP,per_month,12000,,published,12000,498.36,published(12000) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 498.36 USD/h,32.5,default,high,true,agree,PASS,,include,,,"£12,000/month",https://www.boardman.com/pricing,https://www.boardman.com/fractional-cto-cost,2026-08-31
boardman.com,Boardman,CTO,UK,Monthly,GBP,per_month,18000,,published,18000,747.54,published(18000) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 747.54 USD/h,32.5,default,high,true,agree,PASS,,include,,,"£18,000/month",https://www.boardman.com/pricing,https://www.boardman.com/fractional-cto-cost,2026-08-31
ctoondemand.co.uk,CTO on Demand (UK),CTO,UK,Monthly,GBP,per_month,8000,16000,midpoint,12000,498.36,"midpoint(8000,16000)=12000 GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 498.36 USD/h",32.5,default,low,false,disagree:2offers,REJECT,not_own_price,include,GB,cctld,"experienced operators serving funded startups sit at £8,000 to £16,000 per month",https://www.ctoondemand.co.uk/tools/fractional-cto-cost-calculator,https://www.ctoondemand.co.uk/tools/fractional-cto-cost-calculator,2026-08-31
fullstackconsulting.co.uk,Full Stack Consulting,CTO,UK,Monthly,GBP,per_month,5000,,published,5000,207.65,published(5000) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 207.65 USD/h,32.5,default,high,true,agree,PASS,,include,GB,cctld,"Monthly Management Fee: From £5,000",https://fullstackconsulting.co.uk/services/execution,https://fullstackconsulting.co.uk/services/fractional-cto,2026-09-01
prodevel.co.uk,Prodevel,CTO,UK,Monthly,GBP,per_month,1500,,published,1500,126.54,published(1500) GBP | per_month / 16h (declared: declared:days_per_month 2) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 126.54 USD/h,16,declared,low,false,disagree:1offers,REJECT,not_own_price,include,GB,cctld,"£1,500 /month || £5,000 /month",https://prodevel.co.uk/hire-fractional-cto-uk,https://prodevel.co.uk/hire-fractional-cto-uk,2026-09-01
prodevel.co.uk,Prodevel,CTO,UK,Monthly,GBP,per_month,3000,3000,published,3000,126.54,published(3000) GBP | per_month / 32h (declared: declared:days_per_month 4) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 126.54 USD/h,32,declared,low,false,disagree:1offers,REJECT,not_own_price,include,GB,cctld,"£3,000 /month",https://prodevel.co.uk/hire-fractional-cto-uk,https://prodevel.co.uk/hire-fractional-cto-uk,2026-09-01
prodevel.co.uk,Prodevel,CTO,UK,Monthly,GBP,per_month,5000,5000,published,5000,140.60,published(5000) GBP | per_month / 48h (declared: declared:days_per_month 6) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 140.60 USD/h,48,declared,low,false,disagree:1offers,REJECT,not_own_price,include,GB,cctld,"£5,000 /month",https://prodevel.co.uk/hire-fractional-cto-uk,https://prodevel.co.uk/hire-fractional-cto-uk,2026-09-01
redeagle.tech,Red Eagle Tech,CTO,UK,Monthly,GBP,per_month,750,,published,750,31.15,published(750) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 31.15 USD/h,32.5,default,high,true,agree,PASS,,include,,,pick a monthly retainer from £750/mo,https://redeagle.tech/services/seo,https://redeagle.tech/,2026-09-01
redeagle.tech,Red Eagle Tech,CTO,UK,Monthly,GBP,per_month,500,,published,500,20.76,published(500) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 20.76 USD/h,32.5,default,high,true,agree,PASS,,include,,,see our dedicated Local SEO plan from £500/mo for service-area businesses,https://redeagle.tech/services/seo,https://redeagle.tech/,2026-09-01
fractionalctos.com.au,FractionalCTOs Australia,CTO,US,Day,USD,per_day,2000,4000,midpoint,3000,375.00,"midpoint(2000,4000)=3000 USD | per_day / 8h (declared 8-hour day) | FX USD 1 USD @2026-09-03 | = 375.00 USD/h",,,low,false,disagree:6offers,REJECT,not_own_price,include,AU,cctld,"Day rate $2,000-$4,000+ /day",https://fractionalctos.com.au/fractional-cto-cost-australia/,https://fractionalctos.com.au/fractional-cto-cost-australia/,2026-09-01
kompella.io,Kompella Technologies,CTO,US,Day,USD,per_day,1500,4000,midpoint,2750,343.75,"midpoint(1500,4000)=2750 USD | per_day / 8h (declared 8-hour day) | FX USD 1 USD @2026-09-03 | = 343.75 USD/h",,,low,false,disagree:8offers,REJECT,not_own_price,include,,,"$1,500-$4,000/day",https://kompella.io/thinking/fractional-cto-pricing-2026,https://kompella.io/thinking/fractional-cto-pricing-2026,2026-09-01
arc.dev,Arc.dev,CTO,US,Hourly,USD,per_hour,60,100,midpoint,80,80.00,"midpoint(60,100)=80 USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 80.00 USD/h",,,low,false,disagree:2offers,REJECT,not_own_price,include,,,between $60-100+/hour (USD),https://arc.dev/hire-developers/coffeescript,https://arc.dev/pricing,2026-08-31
fractionalctos.com.au,FractionalCTOs Australia,CTO,US,Hourly,USD,per_hour,200,,published,200,200.00,published(200) USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 200.00 USD/h,,,low,false,disagree:6offers,REJECT,not_own_price,include,AU,cctld,$200 || Hourly advisory $200-$600 /hour,https://fractionalctos.com.au/fractional-cto-cost-australia/,https://fractionalctos.com.au/fractional-cto-cost-australia/,2026-09-01
fractionaljobs.io,Fractional Jobs,CTO,US,Hourly,USD,per_hour,100,150,midpoint,125,125.00,"midpoint(100,150)=125 USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 125.00 USD/h",,,low,false,disagree:9offers,REJECT,not_own_price,include,,,$100 - $150 / hr,https://fractionaljobs.io/,https://fractionaljobs.io/,2026-09-01
fractionaljobs.io,Fractional Jobs,CTO,US,Hourly,USD,per_hour,60,90,midpoint,75,75.00,"midpoint(60,90)=75 USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 75.00 USD/h",,,low,false,disagree:9offers,REJECT,not_own_price,include,,,$60 - $90 / hr,https://fractionaljobs.io/,https://fractionaljobs.io/,2026-09-01
fractionaljobs.io,Fractional Jobs,CTO,US,Hourly,USD,per_hour,275,400,midpoint,337.5,337.50,"midpoint(275,400)=337.5 USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 337.50 USD/h",,,low,false,disagree:9offers,REJECT,not_own_price,include,,,$275 - $400 / hr,https://fractionaljobs.io/,https://fractionaljobs.io/,2026-09-01
hypernestlabs.com,HyperNest Labs,CTO,US,Hourly,USD,per_hour,350,450,midpoint,400,400.00,"midpoint(350,450)=400 USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 400.00 USD/h",,,medium,true,single,REJECT,not_own_price,include,,,We bill additional hours at $350-$450/hr (depending on the type of work). We always flag when we're approaching the hours boundary so you can decide whether to extend.,https://hypernestlabs.com/pricing,https://hypernestlabs.com/insights/cost-of-fractional-cto,2026-09-01
nachotalent.com,Nacho,CTO,US,Hourly,USD,per_hour,125,,published,125,125.00,published(125) USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 125.00 USD/h,,,low,false,disagree:1offers,REJECT,not_own_price,include,,,$125/hr,https://www.nachotalent.com/fractional-cto/,https://www.nachotalent.com/fractional-cto/,2026-09-02
startupfractionalcto.com,Startup Fractional CTO PLLC,CTO,US,Hourly,USD,per_hour,250,,published,250,250.00,published(250) USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 250.00 USD/h,,,high,true,agree,PASS,,include,,,My hourly rate is $250 per hour,https://www.startupfractionalcto.com/pricing,https://www.startupfractionalcto.com/pricing,2026-09-01
tlvtech.io,TLVTech,CTO,US,Hourly,USD,per_hour,150,500,midpoint,325,325.00,"midpoint(150,500)=325 USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 325.00 USD/h",,,low,false,disagree:4offers,REJECT,not_own_price,include,,,$150 to $500 per hour,https://www.tlvtech.io/post/understanding-fractional-cto-rates-a-guide-for-entrepreneurs-and-business-leaders,https://www.tlvtech.io/post/understanding-fractional-cto-rates-a-guide-for-entrepreneurs-and-business-leaders,2026-09-01
tucksoftwaregroup.com,Tuck Software Group,CTO,US,Hourly,USD,per_hour,150,,published,150,150.00,published(150) USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 150.00 USD/h,,,high,true,agree,PASS,,include,,,$ 150 /hour,https://www.tucksoftwaregroup.com/tsg-pricing,https://www.tucksoftwaregroup.com/tsg-pricing,2026-09-01
tucksoftwaregroup.com,Tuck Software Group,CTO,US,Hourly,USD,per_hour,200,,published,200,200.00,published(200) USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 200.00 USD/h,,,high,true,agree,PASS,,include,,,$ 200 /hour,https://www.tucksoftwaregroup.com/tsg-pricing,https://www.tucksoftwaregroup.com/tsg-pricing,2026-09-01
tucksoftwaregroup.com,Tuck Software Group,CTO,US,Hourly,USD,per_hour,300,,published,300,300.00,published(300) USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 300.00 USD/h,,,high,true,agree,PASS,,include,,,$ 300 /hour,https://www.tucksoftwaregroup.com/tsg-pricing,https://www.tucksoftwaregroup.com/tsg-pricing,2026-09-01
adriano-junior.com,Adriano Junior,CTO,US,Monthly,USD,per_month,5499,,published,5499,169.20,published(5499) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 169.20 USD/h,32.5,default,low,false,disagree:7offers,REJECT,not_own_price,include,,,"$5,499/mo.",https://www.adriano-junior.com/fractional-cto-cost-2026,https://www.adriano-junior.com/fractional-cto-cost-2026,2026-08-31
adriano-junior.com,Adriano Junior,CTO,US,Monthly,USD,per_month,9499,,published,9499,292.28,published(9499) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 292.28 USD/h,32.5,default,low,false,disagree:7offers,REJECT,not_own_price,include,,,"$9,499/mo.",https://www.adriano-junior.com/fractional-cto-cost-2026,https://www.adriano-junior.com/fractional-cto-cost-2026,2026-08-31
adriano-junior.com,Adriano Junior,CTO,US,Monthly,USD,per_month,4999,,published,4999,153.82,published(4999) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 153.82 USD/h,32.5,default,low,false,disagree:7offers,REJECT,not_own_price,include,,,"From $4,999/mo",https://www.adriano-junior.com/pricing,https://www.adriano-junior.com/fractional-cto-cost-2026,2026-08-31
adriano-junior.com,Adriano Junior,CTO,US,Monthly,USD,per_month,3999,,published,3999,123.05,published(3999) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 123.05 USD/h,32.5,default,low,false,disagree:7offers,REJECT,not_own_price,include,,,"$3,999/mo",https://www.adriano-junior.com/pricing,https://www.adriano-junior.com/fractional-cto-cost-2026,2026-08-31
agicent.com,Agicent,CTO,US,Monthly,USD,per_month,1900,,published,1900,58.46,published(1900) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 58.46 USD/h,32.5,default,low,false,disagree:1offers,REJECT,not_own_price,include,,,starting at just $1900 monthly,https://www.agicent.com/services,https://www.agicent.com/,2026-08-31
axveer.com,Axveer LLC,CTO,US,Monthly,USD,per_month,700,,published,700,21.54,published(700) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 21.54 USD/h,32.5,default,high,true,agree,PASS,,include,,,$700 USD/mo,https://axveer.com/small-business-growth,https://axveer.com/small-business-growth,2026-08-31
fractionalctoexperts.com,Fractional CTO Experts,CTO,US,Monthly,USD,per_month,1499,1499,published,1499,46.12,published(1499) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 46.12 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$1,499 / month",https://fractionalctoexperts.com/pricing,https://fractionalctoexperts.com/pricing,2026-09-01
fractionalctos.com.au,FractionalCTOs Australia,CTO,US,Monthly,USD,per_month,5000,15000,midpoint,10000,307.69,"midpoint(5000,15000)=10000 USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 307.69 USD/h",32.5,default,low,false,disagree:6offers,REJECT,not_own_price,include,AU,cctld,"Monthly retainer $5,000-$15,000+ /month",https://fractionalctos.com.au/fractional-cto-cost-australia/,https://fractionalctos.com.au/fractional-cto-cost-australia/,2026-09-01
fractionalctos.com.au,FractionalCTOs Australia,CTO,US,Monthly,USD,per_month,9000,18000,midpoint,13500,415.38,"midpoint(9000,18000)=13500 USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 415.38 USD/h",32.5,default,low,false,disagree:6offers,REJECT,not_own_price,include,AU,cctld,"Monthly (day-rate basis) $9,000-$18,000 /month",https://fractionalctos.com.au/fractional-cto-cost-australia/,https://fractionalctos.com.au/fractional-cto-cost-australia/,2026-09-01
fractionalctosolutions.com,Fractional CTO Solutions (Jeff Wray),CTO,US,Monthly,USD,per_month,1800,,published,1800,55.38,published(1800) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 55.38 USD/h,32.5,default,high,true,agree,PASS,,include,,,"Starting at $1,800/month",https://fractionalctosolutions.com/,https://fractionalctosolutions.com/,2026-09-01
fractionalctosolutions.com,Fractional CTO Solutions (Jeff Wray),CTO,US,Monthly,USD,per_month,2800,,published,2800,86.15,published(2800) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 86.15 USD/h,32.5,default,high,true,agree,PASS,,include,,,"Starting at $2,800/month",https://fractionalctosolutions.com/,https://fractionalctosolutions.com/,2026-09-01
fractionalctosolutions.com,Fractional CTO Solutions (Jeff Wray),CTO,US,Monthly,USD,per_month,5000,,published,5000,153.85,published(5000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 153.85 USD/h,32.5,default,high,true,agree,PASS,,include,,,"Starting at $5,000/month",https://fractionalctosolutions.com/,https://fractionalctosolutions.com/,2026-09-01
fractionalctosolutions.com,Fractional CTO Solutions (Jeff Wray),CTO,US,Monthly,USD,per_month,9500,,published,9500,292.31,published(9500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 292.31 USD/h,32.5,default,high,true,agree,PASS,,include,,,"Starting at $9,500/month",https://fractionalctosolutions.com/,https://fractionalctosolutions.com/,2026-09-01
hypernestlabs.com,HyperNest Labs,CTO,US,Monthly,USD,per_month,3000,8000,midpoint,5500,169.23,"midpoint(3000,8000)=5500 USD | per_month / 32.5h (declared: declared:hours_per_week 5-10 midpoint 7.5) | FX USD 1 USD @2026-09-03 | = 169.23 USD/h",32.5,declared,medium,true,single,REJECT,not_own_price,include,,,Strategic Advisory $3K-$8K /month 5-10 hrs/week Best for: Pre-seed founders with technical co-founder,https://hypernestlabs.com/pricing,https://hypernestlabs.com/insights/cost-of-fractional-cto,2026-09-01
hypernestlabs.com,HyperNest Labs,CTO,US,Monthly,USD,per_month,8000,15000,midpoint,11500,151.65,"midpoint(8000,15000)=11500 USD | per_month / 75.83h (declared: declared:hours_per_week 15-20 midpoint 17.5) | FX USD 1 USD @2026-09-03 | = 151.65 USD/h",75.83,declared,medium,true,single,REJECT,not_own_price,include,,,Embedded CTO $8K-$15K /month 15-20 hrs/week Best for: Seed to pre-Series A startups,https://hypernestlabs.com/pricing,https://hypernestlabs.com/insights/cost-of-fractional-cto,2026-09-01
justinmckelvey.com,Justin McKelvey,CTO,US,Monthly,USD,per_month,5000,15000,midpoint,10000,307.69,"midpoint(5000,15000)=10000 USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 307.69 USD/h",32.5,default,medium,true,single,REJECT,not_own_price,include,,,"Fractional CTO work ($5K-$15K/mo) exists, but I only take it on with clients I've already",https://justinmckelvey.com/work-with-me,https://justinmckelvey.com/,2026-09-01
kompella.io,Kompella Technologies,CTO,US,Monthly,USD,per_month,15000,,published,15000,461.54,published(15000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 461.54 USD/h,32.5,default,low,false,disagree:8offers,REJECT,not_own_price,include,,,"$15,000 / month",https://kompella.io/services/fractional-cto,https://kompella.io/thinking/fractional-cto-pricing-2026,2026-09-01
kompella.io,Kompella Technologies,CTO,US,Monthly,USD,per_month,25000,,published,25000,769.23,published(25000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 769.23 USD/h,32.5,default,low,false,disagree:8offers,REJECT,not_own_price,include,,,"$25,000 / month",https://kompella.io/services/fractional-cto,https://kompella.io/thinking/fractional-cto-pricing-2026,2026-09-01
kompella.io,Kompella Technologies,CTO,US,Monthly,USD,per_month,8000,,published,8000,246.15,published(8000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 246.15 USD/h,32.5,default,low,false,disagree:8offers,REJECT,not_own_price,include,,,"$8K || $8,000-$25,000/month",https://kompella.io/thinking/fractional-cto-pricing-2026,https://kompella.io/thinking/fractional-cto-pricing-2026,2026-09-01
kompella.io,Kompella Technologies,CTO,US,Monthly,USD,per_month,14000,,published,14000,430.77,published(14000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 430.77 USD/h,32.5,default,medium,true,single,REJECT,not_own_price,include,,,"Fractional $14,000 / month 2 days/week",https://kompella.io/services/fractional-cpo,https://kompella.io/thinking/fractional-cto-pricing-2026,2026-09-01
kompella.io,Kompella Technologies,CTO,US,Monthly,USD,per_month,20000,,published,20000,615.38,published(20000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 615.38 USD/h,32.5,default,medium,true,single,REJECT,not_own_price,include,,,"Embedded $20,000 / month 3+ days/week",https://kompella.io/services/fractional-cpo,https://kompella.io/thinking/fractional-cto-pricing-2026,2026-09-01
pocketctopartners.com,Pocket CTO Partners,CTO,US,Monthly,USD,per_month,7500,,published,7500,230.77,published(7500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 230.77 USD/h,32.5,default,low,false,disagree:1offers,REJECT,not_own_price,include,,,"$7,500 / month",https://www.pocketctopartners.com/,https://www.pocketctopartners.com/,2026-09-01
rewired.co,Rewired Consulting,CTO,US,Monthly,USD,per_month,10000,,published,10000,307.69,published(10000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 307.69 USD/h,32.5,default,low,false,disagree:2offers,REJECT,not_own_price,include,,,from $10K/mo,https://www.rewired.co/pricing,https://www.rewired.co/pricing,2026-09-01
rewired.co,Rewired Consulting,CTO,US,Monthly,USD,per_month,15000,,published,15000,461.54,published(15000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 461.54 USD/h,32.5,default,medium,true,single,REJECT,not_own_price,include,,,CTO Partner (published ceiling ~$15K/mo on leadership SKUs).,https://www.rewired.co/pricing,https://www.rewired.co/pricing,2026-09-01
techalchemyconsulting.com,Tech Alchemy Consulting,CTO,US,Monthly,USD,per_month,5000,25000,midpoint,15000,461.54,"midpoint(5000,25000)=15000 USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 461.54 USD/h",32.5,default,high,true,agree,PASS,,include,,,"$5,000 to $25,000 per month",https://www.techalchemyconsulting.com/,https://www.techalchemyconsulting.com/,2026-09-01
thenotus.com,The Notus,CTO,US,Monthly,USD,per_month,1200,2900,midpoint,2050,63.08,"midpoint(1200,2900)=2050 USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 63.08 USD/h",32.5,default,low,false,disagree:8offers,REJECT,not_own_price,include,,,"From $1,200 / mo build from $2,900",https://thenotus.com/services/,https://thenotus.com/,2026-09-01
trailmarktech.com,TrailMark Technology Partners,CTO,US,Monthly,USD,per_month,2500,,published,2500,416.67,published(2500) USD | per_month / 6h (declared: declared:hours_per_month 4-8 midpoint 6) | FX USD 1 USD @2026-09-03 | = 416.67 USD/h,6,declared,low,false,disagree:1offers,REJECT,not_own_price,include,,,"Advisory Retainer Senior counsel, without the operating footprint. Starting at $2,500/month",https://trailmarktech.com/services,https://trailmarktech.com/fractional-cto-cost,2026-09-01
trailmarktech.com,TrailMark Technology Partners,CTO,US,Monthly,USD,per_month,6500,,published,6500,361.11,published(6500) USD | per_month / 18h (declared: declared:hours_per_month 12-24 midpoint 18) | FX USD 1 USD @2026-09-03 | = 361.11 USD/h,18,declared,low,false,disagree:1offers,REJECT,not_own_price,include,,,"Embedded Partner Close-in leadership to move an initiative forward. Starting at $6,500/month",https://trailmarktech.com/services,https://trailmarktech.com/fractional-cto-cost,2026-09-01
